sentiment,review
Positive,Ith kandit simple and powerful movie aayirikkum..
Positive,ikka.......Trailer powli..  frm A10 fan
Negative,Unda  alla Unda Pori...unda boxofficil pattakam pole pottanja mathi
Positive,Jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath... waiting lalattan fans
Positive,nyzzzz work
Positive,vijaricha Pola allallo kidu analla
Positive,Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass
Positive,powlichu eth vere level movie ayirikum
Positive,Khalid rahman... we r katta waiting here .....
Positive,Idh sure aayittum hit aakum...
Positive,Oru 100cr koody njnga Ing aduthu #EIDMUBARAK
Positive,Ettan fans Ethra per ee padam kanan pokum Ettan ishttam
Negative,Unda enna perittappo parihasicha priyadarshanu kod urundaa
Negative,Aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like.....
Negative,Police ne kuttam parayuna
Positive,Oru adipoli COMEDY + THRILLER aavumenne preteekshikunnu
Negative,Ee avinja fansukare kond thottaallo dei padam kollamengil oodum allel pottum
Negative,Kanda chaavali raja pole alla... kidilan
Positive,Nenjum virich slow motionil oru varavund massennonnum paranjal pora maranamass
Positive,padam   pole anu muthe
Positive,Ith nice aakum..  sure aanu
Negative,Ith polikkum kanditt oru atom bombin vakayundd
Positive,Ith oru onnonnara item aayrikkum
Negative,Engane unlike cheyyan thonnanu....ee kanikkunath Kerala police nte motham avasta aanu .....
Positive,Last ikkede varavum ഡയലോഗും  mass
Positive,Puchivhavarkulla marupadi athum triple strongill ikka ishtam
Positive,ikka thirichu vannu makkale <3 ini adiyude idiyude vedi pooram!!!!!
Negative,Ee padathinte Peru pole thannavum mikkavaarum padathinte avastha
Positive,Ith oru onnonnara film aanennu ente manass parayunnu
Positive,Ow nta bapaa...aa kaaakki shert  sleeve madakkiyulla varavu...allanu..rrrrromam yeneet ninnu...
Positive,FDFS locked ...     Ikka uyir ...
Positive,Ikka namihu ningale only Wold king
Positive,Teateril poi kanan katta waiting ayavar like adiche.. ikka ishtam
Positive,cr nokathe film nokunnavark vendii oru filmmm ayirikyum eth
Positive,Mammokkayude madurarajakku shesham  adutha super hit
Positive,Next hit loading 2019 ikka anguu edukuvaaa
Positive,Ith powlikkutttaaaa...... Mavoyist alla avnta appan vannalum nammal odikkum
Positive,Asif ikka ye screen il kaanan katta waiting..
Positive,Oru rakshayumilla poli cinema mammoka polichadukki
Positive,Ikka ingal polikkumveendum veendum kanan thonunnu
Positive,Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....
Positive,INI aarum UNDA enna peril kaliyaakkilla.oru adaar trailer
Positive,Eid usharakkanam ..Ithiri late ayalum nammal polikkum. Mammukka sa
Positive,Bb sure... katta ikka fan.. fdfs locked
Positive,Oru katta fan is waiting
Positive,Tovinodee oru mass padathinuu vendi waiting aarnuu..  ethu polikuummm..
Positive,Tovino mass alle eeee filmum adpoli aaakum  Oru rakshayum illa tovino mass aaam
Positive,kidu bgm making dailogue full pwli mood ichayan
Negative,Aaaro paranj cheyyipikunnadh pole  rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh
Positive,Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki
Positive,Fight scenes muzhuvan hvy  aayittind
Positive,Fight scenes muzhuvan hvy  aayittind
Negative,Enakke trailer ishtappettilla   Enikke toonnunnath ee padam pottum ennaan           Only personal opinion
Negative,teaser vanapo nala pratheksha ayirunu trailer athu kalanju
Negative,Tamil and Telugu padam pole aayalo... Don't kill malayalam movies reality
Negative,Thalkalam dq um rajum nivinum okay padanjarottu thirinjirinno
Positive,Kandittt kadhayulla film ahnn thonnunnu... 🥰
Negative,Dislike cheyunavanoke ethu naarikal aanenavo.... Chathude...   Kidukachi trailer vanetum dislike 1.1k Kashtam preshakare...
Negative,Nth prahasanam aan    Enik ee trailer ishta pettilaa
Negative,Singana suryaye vellan oru poo monum Ella
Positive,Immathiri oru tovino padathin waiting aarnn.......achayan polikkum .........mass Padam .......
Negative,Natural venam polum side lottu maarinikke anganullavar korach mass okke nallaatha
Positive,Tovino.Namak uruttane... Ayyyo adipoki mass muvi ayrkum katta waiting
Positive,Tovino look. & BGM vere level
Positive,AsiF Ali fansinte vaka Ella vidha ashamsagalum
Positive,E padathodu koodi tovino Thomas super star
Positive,Tovino machanzz oru rakshayumilla waiting for  kalkki
Negative,Poraaaa.... oru ghummm aayilla .. korch car blast crowdd okke aavamaaayrnnu... producer paisa sherikyum irakkittilla🤦‍
Positive,Oru kgf kanda feel......🤩🤩🤩🤩🤩🤩🤩🤩🤩tovi machaan verey level aah........
Negative,Sambhasham ..entho oru kuzhappam polae ...padam poliyum ennu enikku thonunnu
Negative,Ithu oru tamil/Telugu style padamaayi poyaallo dialogue and bgm oru gummillaa
Positive,Bgm polichu onnum parayan ella
Positive,ith nammude chekkan polikkum          #kalki #tovino
Positive,Best wishes Kalki ......   Kalki Kalakkatee ........
Positive,Oru mass heeroye kitti mone kitti
Negative,Koothara trailer telugu padam pole und
Negative,Koothara mass padam.. oru simbha touch
Negative,Dialougue okke LKG piller parayunna poleyund
Negative,Sathyam paranja alamb trailer ayind......
Positive,Ithu polichuuu ..   Tovinoo .. Broii .. I m also a ichayan of mii kalla kochu .. .
Positive,Last Title Bgm Kola Masss..
Positive,prayam koodum thorum cinema adipwoli akukayanallo
Positive,Ethavana Oscar kittane Dyvame.... Mammookka... Athu kittum athinu time ayi
Positive,Aaa urumi scene akum ettavum kooduthal kayyadi nedunnath
Positive,Malyala cinemaye verey level aakum mamankam
Positive,Padam polichadukkum ennu urappanu malayalam Industry valaratte valarnnu panthalikkatte🤩
Negative,Dislike adicha mahanmare cinema erangumbo kananam
Positive,Pwoliiiiii mammookka oru rekshem illa.. Best wishes
Positive,Dear Mammookka
Negative,Padam pottum... Charithram akanamenkil marakkar varanam
Positive,Idakkidakk vannu romaanjam kollunnavar like adi
Positive,Reckodukal ini pazhankatha puthiya charithramezhuthan varunnu mammooka
Positive,Aa chekkan polikan ulla ella chance um kanunnund
Positive,Ikka padanine dileepetta fans ella support
Positive,eth theatre allaam onn  kulukkum
Negative,Anu sitharayude dialogue oru dheerha vanithayudethanu.. Athu parayendathu sangadapettalla
Positive,Uff  VERE LEVEL MASS Trailer  Otta Peru mammookka  Mamangam
Positive,Ikkayude kali mollywood kaanaan pokunnathe ullu. Maamangam
Positive,Face of indian cinima kolamass kolakolli waiting november 21 mamangam day
Negative,Adicholu etra dislike veenelum kuru pottichittu oru kaariyavum illa
Negative,Oompitharam alle mr. Producer.
Positive,Ippo kaannuvr like adicho veendum veendum kandittum kothitheeratha oru muthal ufff
Negative,EDA naayikale face of indian cinema alla face of malayalam cinema enna parayada koppanmaare
Negative,eee mammunnikk 10 million onnum ethikkaanulla traniyilla
Positive,kattaa waiting by a lalettan fan#ikkaa vere level
Positive,Mammokka Ennum oru lahariyaanu.Annum Ennum athbudappeduttiyittey ullu. Padam oru vambhan hittakum..minimum 250cr  kadakkum..lookam vaaythum mammotty enna
Positive,Sandarpham muthal enne  vareyullaa ella   ciinemakalum albhudappeduthiyittulla oreyoru   nadana vismayam mammokka
Negative,Ullath parayallooo sidhiq ozhich bhaakki elllaaam chali actorors.... Enthaaavumooo enthoooo.... Comment nookiii... fayankaram ennu parayaan eee trailoril onnum illlaa...
Positive,Ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome
Negative,Chaanakahinalkathu  ulla potimaaankal.. Dislke yethra adichitu  kaaryamilla  yeriyunna Marathil  bhalamundu
Positive,Katta waiting : a lalettan fan 🤩
Positive,Ithaan ikkane megaaastar aakith Ikka uyirrrr
Positive,100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka  Love you Laletta
Positive,Ikka age ethreyaan enn chodikunilla ath parinjitt karyamilla enna ippozum ithoke egane sadhikunnu
Positive,Ohoo mamooka powlikum ee jati tralier making kiduwee
Positive,Ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu
Negative,Eee trailerinu dislike adikaaanum oru range okke venam 🤦‍ kashttam  Luv u ikka
Positive,Orotta variyil paranjal 68 kaarante Azhinjaattam ...... Wait and see
Positive,Varunnath oru kidu item....  A10 teams  stand vidanam
Positive,Ufff vere level ikkaaa ingha pwoli aahn
Negative,Malaylikal ithraku chettakal ano 7.5k dislike . malayala cinima ithukond evideaku ethi pedathathu
Negative,Ithrayadhikam dislikes...... really ashaming... vallathoru manass
Positive,Mammookka polikkum enn urappullavar adi like. Njn like adikkunnuuu
Positive,Ikkak vinu mohan fansinte ella supportum undagumm
Positive,Ithum koodi kooty  ente 905 aam view
Positive,Mamootiku lalettan fansinte vaka Vijaya asamaskal neridunnu
Positive,BGM ejjathi...romancham...athine pati adhikam paranju kandilla
Positive,Katta waitingggggg Laletta n' Raju
Positive,Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy
Positive,FDFS LOCKED  LALETTAN  RAJUETTAN  uff ejathi
Positive,Nalla padam ayirikatte odian pole akathirunnaal madi all the best
Negative,Ithavanekoodium hit illengil mammunni fansinte idayil nilkan kayiyilla hit kittiyillengil brithiraj ne ettan fans vechekilla
Positive,Hvy  Rajuvettan rocks 🤩🤩🤩 Lalettan
Positive,Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer  Tnx rajuveta
Positive,Njan oru lalettan fan alla but ee teaser orupadishtamayi
Positive,Thakarthutto...  Onnalla orupaadu kaaranangalaa...  ith thakarkkum...
Positive,Fucking awesome mahn... Latettan poliiiiii.. Rajubhai chathikikllaaa.. Waiting for lucifer... Odukathe trailer ayi poyi monneeeeeeeeeeeeeeeeee
Positive,ee  vishu lucifer  angu eduthu ennn paranjekkan paranju
Negative,Gilla plus loham plus ramaleelaa...naariya kopi adiii
Positive,mohanlal sir - look ..... kiddo...
Negative,Dislike adichavar mamooty fans ayatinal onnum parayanilla. Raja 3 strong adaaa. Ijjati mammunniss
Positive,Evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole..thaadi vecha pinne..payyan pwoli alle....luv u. .Lalettaa...
Negative,Adhikam hype venda
Positive,Polichu ..thakarthu.  More 20 time watch..kattaa waiting
Positive,Bgm uff  narasimham  feel
Negative,Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..
Positive,Ambo kiduve.. Kola mass .. Raju etta ingalu Vere level ..
Positive,Adhyam Cheka chivandha vaanam polae thonni....pinne maari  Vivek oberoi....spl aayi thonni
Positive,E traileril ntha chekutan undo
Positive,Dislike adichavarod nammal lalettan fans n verum  pucham matrame ullu  Lalettan ishtam Lalettan uyir
Positive,Heavy trailer. Rajuettaaa pwlichu.. by a ikka fan
Negative,Mammuni thendikal ethra dislikes adichalum Raja 8 nilayil pottum
Positive,ithaanu A10...hatersinte vaayil adichu kayatiya adaar item...Lusifer
Positive,Rajuettan kaiadikanulla dialogues ellam swantham ettanu koduthu lle...
Negative,Ith kandit engana dislike cheyyan thonnane? Sambhavam kidu aait undallo
Negative,Dislike adikunna mandanmar ariyunnilla ithu open akkiyal views nte ennam koodum ennu
Positive,Adipoli set move ayirikum .....a10 thagarkum
Positive,Polichu trailer mass padam marana mass aarikkum urapp
Positive,ന്റമ്മോ ഇജ്ജാതി trailor.. Uffftrailor ethegilum.. Padam. Pwoliyo pwoli
Positive,Mass kanikkan mle palettan kayinjje vera aalullu####
Positive,Nta ponnu muthu maniyeeee  lalataaaaaaaaaaa
Positive,Ente ponne oru rekshem illa  kidukkachiiiiiiiiii...  Lalettan Hvy....
Negative,Ithu party based cast based movie anengil adi pidi vedi anengil Ee padam poliyum.
Positive,Video kanunnathu munne comments aanunokye  ath kndple video sPrb aavummnnuthonni  powli  kAtta waiting fOr LUCIFER
Positive,Rajuvetta ningal mass annu.  Ammoo enna oru feel.  Laletta
Positive,ഏട്ടാ......  മാസ്സ്....  ...  വയ്യ....  പൊളി ആണ്......  no.  Words...... luv ഒരു ആയിരം ummmmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
Negative,173k views and 173k likes bakki kore mammunni fans 18k
Positive,Polichu trailer by suriya fan padam polikum
Positive,Shot okke pakka anallo....  Entame...  Raju anna...  Poliynalla.... Wait chayanuto
Positive,Inn ni8 full repeat adich kanan ponavar ivide like adicholu
Positive,spr ... lalettan and rajuttan
Negative,17k dislike🤣...mamunnifans kurupotty  ..  Rajuvettan oru prasthanam aanu...
Positive,Level item.. Padavum ithupole aya mathiyaynu
Positive,Ithu oru  onnonnara  item aayi poi..
Positive,Kidu trailer  by katta mammooka fan
Positive,Ente rajuettaa ningl oru jinn aanu
Positive,Ente ponno rajuvetta namichu lalettan is back
Positive,Powlichu Lalettan and Rajuvetttaaa 🤝🤝🤝🤝 thudangalle Tcr vedikkettu !!
Negative,Mammooty fansavm dislike adiche Poi madhurajak adikadaa Etu vere levela mone dineshaa
Positive,Promising trailer... Lalettaaaa rajiettaaaaa പൊളിച്ചടുക്കി
Positive,madhuraraja and lucifer randum 100cr club urrapayi
Negative,Kodutha pani tirichu annakkil kittunnath kando
Negative,Vyshakinte pagill ettal egane ya views thonne kittuka valiya chanalil alle edendathu luciferne pole
Positive,First Veiwum Likum adikkan Ready Aayi nikkunathu Njan mathram aano🤘
Negative,Haters കണ്ടം vayi panjoo raja പിള്ളേരും stronga double strongalle triple strong
Positive,Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum
Negative,Ith raja aaa kallykkan vanna eduth uduth kalayum
Negative,ithil premiere akunnathinu munbe dislike adich kalikana saddistukaleyoke enthaa cheyyaa.loka duranthangal hahaha
Negative,2.7 k dislikes irangunnadinu munne thanne vannalloooo
Negative,Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram
Positive,Varan irikkunnath mass padam matram alla  Comedy entertainer kudiya
Positive,8 mani onnu vagam ayal matiyarunnu. 🤩 #megastar
Negative,ithil dislike adichavarkkellam ente naduviral namaskkaram
Positive,Triple strong aane makkale rajayum rajayude pillerum
Positive,Lucifer kandu kidilol kidilam Ippo Katta Waiting for Raja
Positive,Cheguthan vannu ! Ini 🤩🤘 Rajayude oozham !  #Lalettan  #Mammooka    B I G • M's
Negative,Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu
Positive,megastar back in action !!!!!!! bellary rajayallade #L oori raja !!!!!!! madhuravazhum Raja
Positive,85 minutes more nta Ikka ya kanan
Negative,Trailer irangan 88 mins koode atinu munbe 2.5k dislike nth malaranmaranu
Positive,Super hit aaavatte ....  Frm a lalettan fan
Positive,Raja 100 core kadakum ennu urappulavarke like adiche polikanulla button... Ikka
Negative,Trailer eranghunnathinu munne thanne rajaye pedicha lalettane paripikkanayitt kure fans
Negative,Itrayum nalla Padam ee oola channelil enthinna ittee
Negative,Eth Laloonikkada Kazhapp thu............trailer mumpe Dislike
Positive,Njngalk 100 kodi onnum venda nammada ikka thaaa eee nilkunna pola onnu ninna mathiii pinna enth kodi...........
Positive,Mammukayude 150 kodi padem aayi maratte madura raja
Positive,Lucifer nne polle...... Raja 2 vum vijayikkktte......
Negative,2300 dislikes trailer kanathe oohikalloo arokeyayirikumennu
Negative,Padam mosham akanamennu agrahichittavum padam trailer eraghum mumbe
Positive,Waiting aane pettanne 8 mani aayaal kullamaayirunnu allae
Positive,Lucifer pole oru nalla chitha maayi maaratte  . By  lalettan fan
Positive,Njanum ente pillarum stronga double strong Alla tripple strong
Negative,Jimmittoli vaangale ninte ammede poottil chekuthan keri ookkunnu poy dislike adi
Negative,Dislike adicha oombanmaarude shraddhakku....  Kittiya collectionum kondu oodikko  Chekuthan ninte ettane eduthittu oookkunnund  Adyam avante kunna vayileduthu ethane rakshikk
Positive,KATTA WAITING...   LIKE CHEYYYYY
Positive,Lucifer pola nalla oru padam avatte
Negative,Kure per dislike adich kuru pottikkunnund
Positive,Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka
Negative,Trailer varunnathin munne chila fansukaar dislike adikkunnund. Viewsum koodilla dislikum aakum.
Positive,All the best ikkaa nalloru padam avatte madura raja
Positive,Promo video kidukki.. apo trailer thakarkkum......
Negative,Trailer varunathinu mumbu Dislike adichavarku enta vaga
Positive,Katta waiting mone aganeyenkilum 8or clock aayikundenkil
Negative,Trailer erghunathinn munbb .kanathe dislike adichavanmaar verum verum..... Feeling pucham to u all
Negative,release polum akata 1.9k dislike adum kanata pokaruth ..  aa valya manass
Negative,Trailer iragunnathinu mumba dislike adikkunnavarkk Naduviral namskkaram
